ensemblid	counts
ENSMUSG00000000794	0
ENSMUSG00000000804	902
ENSMUSG00000000805	145
ENSMUSG00000000811	58
ENSMUSG00000000817	0
ENSMUSG00000000823	282
ENSMUSG00000000826	1292
ENSMUSG00000000827	428
ENSMUSG00000000838	614
ENSMUSG00000000861	0
ENSMUSG00000000869	0
ENSMUSG00000000876	1738
ENSMUSG00000000881	105
ENSMUSG00000000884	6
ENSMUSG00000000889	0
ENSMUSG00000000901	50
ENSMUSG00000000902	409
ENSMUSG00000000903	0
ENSMUSG00000000915	231
ENSMUSG00000000916	27
ENSMUSG00000000934	118
ENSMUSG00000000938	170
ENSMUSG00000000942	28
ENSMUSG00000000948	105
ENSMUSG00000000957	359
ENSMUSG00000000958	1497
ENSMUSG00000000959	751
ENSMUSG00000000976	467
ENSMUSG00000000982	15
ENSMUSG00000000983	0
ENSMUSG00000001014	0
ENSMUSG00000001016	111
ENSMUSG00000001017	415
ENSMUSG00000001018	201
ENSMUSG00000001020	40
ENSMUSG00000001021	0
ENSMUSG00000001023	0
ENSMUSG00000001025	347
ENSMUSG00000001027	0
ENSMUSG00000001029	15
ENSMUSG00000001034	77
ENSMUSG00000001036	301
ENSMUSG00000001039	316
ENSMUSG00000001052	996
ENSMUSG00000001053	44
ENSMUSG00000001054	230
ENSMUSG00000001056	174
ENSMUSG00000001062	93
ENSMUSG00000001065	120
ENSMUSG00000001076	0
ENSMUSG00000001082	104
ENSMUSG00000001089	915
ENSMUSG00000001095	262
ENSMUSG00000001098	49
ENSMUSG00000001100	309
ENSMUSG00000001103	0
ENSMUSG00000001105	792
ENSMUSG00000001119	76
ENSMUSG00000001120	372
ENSMUSG00000001123	79
ENSMUSG00000001127	1878
ENSMUSG00000001128	122
ENSMUSG00000001131	110
ENSMUSG00000001134	27
ENSMUSG00000001138	287
ENSMUSG00000001143	532
ENSMUSG00000001150	231
ENSMUSG00000001151	231
ENSMUSG00000001155	140
ENSMUSG00000001156	164
ENSMUSG00000001157	241
ENSMUSG00000001158	163
ENSMUSG00000001166	11
ENSMUSG00000001168	0
ENSMUSG00000001173	630
ENSMUSG00000001175	3196
ENSMUSG00000001211	1686
ENSMUSG00000001225	24
ENSMUSG00000001227	24
ENSMUSG00000001228	196
ENSMUSG00000001229	255
ENSMUSG00000001240	60
ENSMUSG00000001247	311
ENSMUSG00000001248	181
ENSMUSG00000001249	1069
ENSMUSG00000001260	0
ENSMUSG00000001270	75
ENSMUSG00000001280	3494
ENSMUSG00000001281	24
ENSMUSG00000001285	106
ENSMUSG00000001288	12
ENSMUSG00000001289	444
ENSMUSG00000001300	330
ENSMUSG00000001305	106
ENSMUSG00000001313	27
ENSMUSG00000001323	534
ENSMUSG00000001333	0
ENSMUSG00000001334	28
ENSMUSG00000001348	194
ENSMUSG00000001349	0
ENSMUSG00000001366	205
ENSMUSG00000001376	611
ENSMUSG00000001379	262
ENSMUSG00000001380	155
ENSMUSG00000001383	332
ENSMUSG00000001403	108
ENSMUSG00000001415	522
ENSMUSG00000001416	315
ENSMUSG00000001417	59
ENSMUSG00000001418	972
ENSMUSG00000001419	1079
ENSMUSG00000001420	1
ENSMUSG00000001424	413
ENSMUSG00000001435	1843
ENSMUSG00000001436	501
ENSMUSG00000001440	1114
ENSMUSG00000001441	956
ENSMUSG00000001444	2
ENSMUSG00000001445	1089
ENSMUSG00000001467	173
ENSMUSG00000001472	1017
ENSMUSG00000001473	124
ENSMUSG00000001482	671
ENSMUSG00000001493	2
ENSMUSG00000001494	0
ENSMUSG00000001496	6
ENSMUSG00000001497	29
ENSMUSG00000001504	0
ENSMUSG00000001506	1398
ENSMUSG00000001507	777
ENSMUSG00000001508	0
ENSMUSG00000001510	0
ENSMUSG00000001517	123
ENSMUSG00000001518	32
ENSMUSG00000001520	147
ENSMUSG00000001521	523
ENSMUSG00000001524	41
ENSMUSG00000001525	1604
ENSMUSG00000001542	1357
ENSMUSG00000001552	1570
ENSMUSG00000001555	23
ENSMUSG00000001558	2
ENSMUSG00000001566	0
ENSMUSG00000001569	170
ENSMUSG00000001576	642
ENSMUSG00000001583	32
ENSMUSG00000001588	9
ENSMUSG00000001604	61
ENSMUSG00000001622	15
ENSMUSG00000001627	322
ENSMUSG00000001630	187
ENSMUSG00000001632	276
ENSMUSG00000001642	402
ENSMUSG00000001655	0
ENSMUSG00000001656	4
ENSMUSG00000001657	43
ENSMUSG00000001661	132
ENSMUSG00000001663	475
ENSMUSG00000001665	183
ENSMUSG00000001666	81
ENSMUSG00000001670	0
ENSMUSG00000001672	81
ENSMUSG00000001674	189
ENSMUSG00000001687	886
ENSMUSG00000001700	214
ENSMUSG00000001707	124
ENSMUSG00000001729	1219
ENSMUSG00000001739	42
ENSMUSG00000001741	31
ENSMUSG00000001750	360
ENSMUSG00000001751	114
ENSMUSG00000001755	576
ENSMUSG00000001761	918
ENSMUSG00000001763	122
ENSMUSG00000001767	211
ENSMUSG00000001768	564
ENSMUSG00000001773	879
ENSMUSG00000001774	798
ENSMUSG00000001783	345
ENSMUSG00000001785	141
ENSMUSG00000001786	681
ENSMUSG00000001794	3746
ENSMUSG00000001802	108
ENSMUSG00000001804	0
ENSMUSG00000001815	0
ENSMUSG00000001819	0
ENSMUSG00000001823	0
ENSMUSG00000001827	1043
ENSMUSG00000001829	233
ENSMUSG00000001833	750
ENSMUSG00000001844	96
ENSMUSG00000001847	5366
ENSMUSG00000001855	858
ENSMUSG00000001864	1643
ENSMUSG00000001865	0
ENSMUSG00000001870	191
ENSMUSG00000001891	1407
ENSMUSG00000001901	20
ENSMUSG00000001909	210
ENSMUSG00000001910	664
ENSMUSG00000001911	416
ENSMUSG00000001918	161
ENSMUSG00000001924	2485
ENSMUSG00000001930	104
ENSMUSG00000001942	288
ENSMUSG00000001943	5
ENSMUSG00000001946	66
ENSMUSG00000001948	19
ENSMUSG00000001962	176
ENSMUSG00000001964	140
ENSMUSG00000001983	38
ENSMUSG00000001985	344
ENSMUSG00000001986	595
ENSMUSG00000001988	1
ENSMUSG00000001995	56
ENSMUSG00000001998	572
ENSMUSG00000001999	297
ENSMUSG00000002006	21
ENSMUSG00000002007	78
ENSMUSG00000002010	990
ENSMUSG00000002012	2
ENSMUSG00000002014	244
ENSMUSG00000002015	371
ENSMUSG00000002017	348
ENSMUSG00000002020	61
ENSMUSG00000002028	2834
ENSMUSG00000002031	477
ENSMUSG00000002032	283
ENSMUSG00000002033	0
ENSMUSG00000002043	38
ENSMUSG00000002052	708
ENSMUSG00000002055	53
ENSMUSG00000002057	0
ENSMUSG00000002058	9
ENSMUSG00000002059	178
ENSMUSG00000002064	104
ENSMUSG00000002068	10
ENSMUSG00000002076	97
ENSMUSG00000002083	6
ENSMUSG00000002100	20
ENSMUSG00000002102	303
ENSMUSG00000002103	468
ENSMUSG00000002104	0
ENSMUSG00000002105	266
ENSMUSG00000002107	302
ENSMUSG00000002108	224
ENSMUSG00000002109	46
ENSMUSG00000002111	23
ENSMUSG00000002129	239
ENSMUSG00000002147	638
ENSMUSG00000002190	53
ENSMUSG00000002204	2577
ENSMUSG00000002205	149
ENSMUSG00000002210	186
ENSMUSG00000002221	327
ENSMUSG00000002222	809
ENSMUSG00000002227	274
ENSMUSG00000002228	7
ENSMUSG00000002233	250
ENSMUSG00000002240	0
ENSMUSG00000002249	135
ENSMUSG00000002250	130
ENSMUSG00000002257	60
ENSMUSG00000002265	419
ENSMUSG00000002266	3
ENSMUSG00000002274	0
ENSMUSG00000002279	394
ENSMUSG00000002280	114
ENSMUSG00000002289	1552
ENSMUSG00000002290	16
ENSMUSG00000002297	90
ENSMUSG00000002307	101
ENSMUSG00000002308	31
ENSMUSG00000002319	235
ENSMUSG00000002320	141
ENSMUSG00000002324	1
ENSMUSG00000002325	260
ENSMUSG00000002326	218
ENSMUSG00000002329	112
ENSMUSG00000002332	654
ENSMUSG00000002341	8
ENSMUSG00000002342	187
ENSMUSG00000002343	22
ENSMUSG00000002345	185
ENSMUSG00000002346	1743
ENSMUSG00000002365	560
ENSMUSG00000002372	61
ENSMUSG00000002379	209
ENSMUSG00000002384	27
ENSMUSG00000002393	62
ENSMUSG00000002395	92
ENSMUSG00000002396	108
ENSMUSG00000002409	119
ENSMUSG00000002413	1850
ENSMUSG00000002416	168
ENSMUSG00000002428	399
ENSMUSG00000002455	207
ENSMUSG00000002458	92
ENSMUSG00000002459	28
ENSMUSG00000002475	167
ENSMUSG00000002477	156
ENSMUSG00000002486	93
ENSMUSG00000002489	74
ENSMUSG00000002496	675
ENSMUSG00000002500	0
ENSMUSG00000002504	86
ENSMUSG00000002524	269
ENSMUSG00000002546	186
ENSMUSG00000002550	305
ENSMUSG00000002565	897
ENSMUSG00000002578	36
ENSMUSG00000002580	92
ENSMUSG00000002588	0
ENSMUSG00000002602	282
ENSMUSG00000002603	23
ENSMUSG00000002608	783
ENSMUSG00000002617	116
ENSMUSG00000002625	111
ENSMUSG00000002633	2
ENSMUSG00000002635	133
ENSMUSG00000002658	95
ENSMUSG00000002660	95
ENSMUSG00000002661	39
ENSMUSG00000002664	1
ENSMUSG00000002668	493
ENSMUSG00000002679	76
ENSMUSG00000002688	8
ENSMUSG00000002699	541
ENSMUSG00000002718	889
ENSMUSG00000002728	238
ENSMUSG00000002731	151
ENSMUSG00000002732	43
ENSMUSG00000002733	659
ENSMUSG00000002741	224
ENSMUSG00000002748	953
ENSMUSG00000002763	291
ENSMUSG00000002767	147
ENSMUSG00000002768	128
ENSMUSG00000002769	3
ENSMUSG00000002771	1
ENSMUSG00000002778	439
ENSMUSG00000002781	174
ENSMUSG00000002791	10
ENSMUSG00000002797	24
ENSMUSG00000002799	18
ENSMUSG00000002803	142
ENSMUSG00000002804	26
ENSMUSG00000002808	198
ENSMUSG00000002812	544
ENSMUSG00000002814	62
ENSMUSG00000002820	68
ENSMUSG00000002825	26
ENSMUSG00000002831	94
ENSMUSG00000002833	89
ENSMUSG00000002835	44
ENSMUSG00000002844	54
ENSMUSG00000002845	251
ENSMUSG00000002846	104
ENSMUSG00000002847	39
ENSMUSG00000002870	257
ENSMUSG00000002871	218
ENSMUSG00000002881	493
ENSMUSG00000002885	236
ENSMUSG00000002897	270
ENSMUSG00000002900	1867
ENSMUSG00000002908	18
ENSMUSG00000002910	46
ENSMUSG00000002930	0
ENSMUSG00000002944	4248
ENSMUSG00000002948	858
ENSMUSG00000002949	334
ENSMUSG00000002957	1723
ENSMUSG00000002963	761
ENSMUSG00000002968	316
ENSMUSG00000002980	2943
ENSMUSG00000002981	1443
ENSMUSG00000002983	111
ENSMUSG00000002984	140
ENSMUSG00000002985	705
ENSMUSG00000002992	44
ENSMUSG00000002996	1024
ENSMUSG00000002997	74
ENSMUSG00000003031	548
ENSMUSG00000003032	167
ENSMUSG00000003033	597
ENSMUSG00000003037	356
ENSMUSG00000003038	49
ENSMUSG00000003039	254
ENSMUSG00000003051	220
ENSMUSG00000003053	6
ENSMUSG00000003062	542
ENSMUSG00000003068	108
ENSMUSG00000003070	1
ENSMUSG00000003072	1160
ENSMUSG00000003099	133
ENSMUSG00000003119	1022
ENSMUSG00000003123	169
ENSMUSG00000003131	637
ENSMUSG00000003134	129
ENSMUSG00000003135	208
ENSMUSG00000003153	27
ENSMUSG00000003154	304
ENSMUSG00000003161	1206
ENSMUSG00000003166	106
ENSMUSG00000003178	222
ENSMUSG00000003184	259
ENSMUSG00000003190	29
ENSMUSG00000003198	24
ENSMUSG00000003199	93
ENSMUSG00000003200	299
ENSMUSG00000003206	0
ENSMUSG00000003208	37
ENSMUSG00000003226	2846
ENSMUSG00000003227	0
ENSMUSG00000003228	119
ENSMUSG00000003233	432
ENSMUSG00000003234	128
ENSMUSG00000003235	194
ENSMUSG00000003269	178
ENSMUSG00000003271	0
ENSMUSG00000003273	9
ENSMUSG00000003279	3
ENSMUSG00000003282	25
ENSMUSG00000003283	19
ENSMUSG00000003299	537
ENSMUSG00000003308	818
ENSMUSG00000003309	106
ENSMUSG00000003316	3347
ENSMUSG00000003341	0
ENSMUSG00000003344	242
ENSMUSG00000003345	228
ENSMUSG00000003346	92
ENSMUSG00000003348	6
ENSMUSG00000003352	127
ENSMUSG00000003354	17
ENSMUSG00000003355	21
ENSMUSG00000003360	221
ENSMUSG00000003363	348
ENSMUSG00000003378	64
ENSMUSG00000003379	0
ENSMUSG00000003380	150
ENSMUSG00000003382	143
ENSMUSG00000003402	306
ENSMUSG00000003410	1
ENSMUSG00000003411	26
ENSMUSG00000003418	1599
ENSMUSG00000003420	729
ENSMUSG00000003421	211
ENSMUSG00000003423	418
ENSMUSG00000003429	672
ENSMUSG00000003435	582
ENSMUSG00000003436	1
ENSMUSG00000003437	191
ENSMUSG00000003438	184
ENSMUSG00000003444	55
ENSMUSG00000003452	494
ENSMUSG00000003458	710
ENSMUSG00000003464	408
ENSMUSG00000003469	0
ENSMUSG00000003476	0
ENSMUSG00000003477	126
ENSMUSG00000003484	0
ENSMUSG00000003500	46
ENSMUSG00000003505	0
ENSMUSG00000003518	778
ENSMUSG00000003526	360
ENSMUSG00000003527	110
ENSMUSG00000003528	317
ENSMUSG00000003531	287
ENSMUSG00000003534	755
ENSMUSG00000003541	408
ENSMUSG00000003545	0
ENSMUSG00000003546	167
ENSMUSG00000003549	37
ENSMUSG00000003555	0
ENSMUSG00000003559	272
ENSMUSG00000003573	33
ENSMUSG00000003575	172
ENSMUSG00000003581	63
ENSMUSG00000003585	47
ENSMUSG00000003604	60
ENSMUSG00000003617	8552
ENSMUSG00000003623	3523
ENSMUSG00000003644	472
ENSMUSG00000003657	0
ENSMUSG00000003660	989
ENSMUSG00000003662	171
ENSMUSG00000003665	35
ENSMUSG00000003680	65
ENSMUSG00000003721	241
ENSMUSG00000003731	1193
ENSMUSG00000003746	1570
ENSMUSG00000003752	163
ENSMUSG00000003762	297
ENSMUSG00000003778	315
ENSMUSG00000003779	102
ENSMUSG00000003808	153
ENSMUSG00000003809	1066
ENSMUSG00000003810	1289
ENSMUSG00000003812	95
ENSMUSG00000003813	255
ENSMUSG00000003814	3834
ENSMUSG00000003824	50
ENSMUSG00000003847	6067
ENSMUSG00000003848	49
ENSMUSG00000003849	144
ENSMUSG00000003863	52
ENSMUSG00000003865	264
ENSMUSG00000003868	105
ENSMUSG00000003872	0
ENSMUSG00000003873	93
ENSMUSG00000003882	4
ENSMUSG00000003923	180
ENSMUSG00000003929	326
ENSMUSG00000003934	2
ENSMUSG00000003948	299
ENSMUSG00000003949	910
ENSMUSG00000003955	167
ENSMUSG00000003970	705
ENSMUSG00000003974	0
ENSMUSG00000003992	617
ENSMUSG00000004018	24
ENSMUSG00000004031	1
ENSMUSG00000004032	1016
ENSMUSG00000004035	26
ENSMUSG00000004038	0
ENSMUSG00000004040	1912
ENSMUSG00000004043	213
ENSMUSG00000004044	190
ENSMUSG00000004054	190
ENSMUSG00000004056	536
ENSMUSG00000004069	281
ENSMUSG00000004070	130
ENSMUSG00000004071	386
ENSMUSG00000004085	413
ENSMUSG00000004096	195
ENSMUSG00000004098	20
ENSMUSG00000004099	233
ENSMUSG00000004100	153
ENSMUSG00000004105	86
ENSMUSG00000004110	0
ENSMUSG00000004113	0
ENSMUSG00000004127	132
ENSMUSG00000004151	946
ENSMUSG00000004187	77
ENSMUSG00000004207	4298
ENSMUSG00000004221	362
ENSMUSG00000004231	332
ENSMUSG00000004233	313
ENSMUSG00000004263	725
ENSMUSG00000004264	429
ENSMUSG00000004266	137
ENSMUSG00000004267	19
ENSMUSG00000004268	106
ENSMUSG00000004270	883
ENSMUSG00000004285	303
ENSMUSG00000004296	0
ENSMUSG00000004317	2733
ENSMUSG00000004319	1631
ENSMUSG00000004328	91
ENSMUSG00000004341	24
ENSMUSG00000004344	0
ENSMUSG00000004347	54
ENSMUSG00000004356	1097
ENSMUSG00000004359	79
ENSMUSG00000004360	17
ENSMUSG00000004364	1508
ENSMUSG00000004366	0
ENSMUSG00000004371	37
ENSMUSG00000004383	342
ENSMUSG00000004393	142
ENSMUSG00000004394	495
ENSMUSG00000004415	28
ENSMUSG00000004446	537
ENSMUSG00000004451	1306
ENSMUSG00000004455	1031
ENSMUSG00000004460	530
ENSMUSG00000004462	174
ENSMUSG00000004473	8
ENSMUSG00000004500	17
ENSMUSG00000004508	281
ENSMUSG00000004530	985
ENSMUSG00000004535	3122
ENSMUSG00000004540	0
ENSMUSG00000004542	0
ENSMUSG00000004552	11
ENSMUSG00000004558	225
ENSMUSG00000004561	69
ENSMUSG00000004562	266
ENSMUSG00000004565	377
ENSMUSG00000004567	274
ENSMUSG00000004568	305
ENSMUSG00000004591	1608
ENSMUSG00000004609	41
ENSMUSG00000004610	602
ENSMUSG00000004612	0
ENSMUSG00000004613	0
ENSMUSG00000004626	678
ENSMUSG00000004630	6
ENSMUSG00000004631	2
ENSMUSG00000004633	182
ENSMUSG00000004637	236
ENSMUSG00000004642	258
ENSMUSG00000004651	73
ENSMUSG00000004654	2
ENSMUSG00000004655	1542
ENSMUSG00000004661	61
ENSMUSG00000004665	48
ENSMUSG00000004667	156
ENSMUSG00000004668	2437
ENSMUSG00000004677	480
ENSMUSG00000004698	31
ENSMUSG00000004707	4
ENSMUSG00000004709	1
ENSMUSG00000004730	166
ENSMUSG00000004748	34
ENSMUSG00000004768	212
ENSMUSG00000004771	1251
ENSMUSG00000004788	311
ENSMUSG00000004789	1403
ENSMUSG00000004791	1
ENSMUSG00000004798	652
ENSMUSG00000004814	2
ENSMUSG00000004815	211
ENSMUSG00000004821	0
ENSMUSG00000004837	64
ENSMUSG00000004842	22
ENSMUSG00000004843	340
ENSMUSG00000004846	395
ENSMUSG00000004849	70
ENSMUSG00000004864	19
ENSMUSG00000004865	1485
ENSMUSG00000004872	14
ENSMUSG00000004880	282
ENSMUSG00000004885	0
ENSMUSG00000004891	226
ENSMUSG00000004892	0
ENSMUSG00000004894	0
ENSMUSG00000004895	106
ENSMUSG00000004896	186
ENSMUSG00000004897	1424
ENSMUSG00000004902	21
ENSMUSG00000004929	46
ENSMUSG00000004931	78
ENSMUSG00000004933	70
ENSMUSG00000004934	215
ENSMUSG00000004936	463
ENSMUSG00000004937	195
ENSMUSG00000004939	23
ENSMUSG00000004945	73
ENSMUSG00000004947	124
ENSMUSG00000004948	0
ENSMUSG00000004951	676
ENSMUSG00000004952	31
ENSMUSG00000004961	0
ENSMUSG00000004980	3733
ENSMUSG00000004988	455
ENSMUSG00000004994	52
ENSMUSG00000004996	99
ENSMUSG00000005034	1124
ENSMUSG00000005043	87
ENSMUSG00000005045	0
ENSMUSG00000005054	1675
ENSMUSG00000005057	13
ENSMUSG00000005069	203
ENSMUSG00000005078	109
ENSMUSG00000005087	1224
ENSMUSG00000005089	906
ENSMUSG00000005102	229
ENSMUSG00000005103	964
ENSMUSG00000005107	71
ENSMUSG00000005124	558
ENSMUSG00000005125	11348
ENSMUSG00000005131	34
ENSMUSG00000005142	956
ENSMUSG00000005148	69
ENSMUSG00000005150	13
ENSMUSG00000005161	325
ENSMUSG00000005198	736
ENSMUSG00000005202	0
ENSMUSG00000005204	344
ENSMUSG00000005220	43
ENSMUSG00000005225	460
ENSMUSG00000005232	0
ENSMUSG00000005233	132
ENSMUSG00000005237	6
ENSMUSG00000005251	216
ENSMUSG00000005262	357
ENSMUSG00000005267	35
ENSMUSG00000005268	325
ENSMUSG00000005299	574
ENSMUSG00000005312	791
ENSMUSG00000005320	233
ENSMUSG00000005338	1
ENSMUSG00000005339	0
ENSMUSG00000005354	535
ENSMUSG00000005355	0
ENSMUSG00000005357	0
ENSMUSG00000005360	51
ENSMUSG00000005362	162
ENSMUSG00000005364	65
ENSMUSG00000005370	117
ENSMUSG00000005371	633
ENSMUSG00000005373	2335
ENSMUSG00000005374	97
ENSMUSG00000005378	126
ENSMUSG00000005397	737
ENSMUSG00000005410	67
ENSMUSG00000005413	595
ENSMUSG00000005417	1145
ENSMUSG00000005442	742
ENSMUSG00000005447	45
ENSMUSG00000005465	4
ENSMUSG00000005469	1074
ENSMUSG00000005470	20
ENSMUSG00000005474	0
ENSMUSG00000005481	172
ENSMUSG00000005483	223
ENSMUSG00000005493	21
ENSMUSG00000005501	673
ENSMUSG00000005503	0
ENSMUSG00000005505	231
ENSMUSG00000005506	1564
ENSMUSG00000005510	443
ENSMUSG00000005514	1092
ENSMUSG00000005533	1245
ENSMUSG00000005534	2031
ENSMUSG00000005540	5
ENSMUSG00000005547	240
ENSMUSG00000005553	1
ENSMUSG00000005566	718
ENSMUSG00000005575	180
ENSMUSG00000005580	100
ENSMUSG00000005583	106
ENSMUSG00000005609	482
ENSMUSG00000005610	14714
ENSMUSG00000005611	65
ENSMUSG00000005615	799
ENSMUSG00000005621	816
ENSMUSG00000005625	220
ENSMUSG00000005628	34
ENSMUSG00000005640	221
ENSMUSG00000005649	2
ENSMUSG00000005656	450
ENSMUSG00000005667	59
ENSMUSG00000005672	87
ENSMUSG00000005674	21
ENSMUSG00000005677	0
ENSMUSG00000005681	0
ENSMUSG00000005682	248
ENSMUSG00000005683	2025
ENSMUSG00000005686	651
ENSMUSG00000005687	304
ENSMUSG00000005696	3
ENSMUSG00000005698	544
ENSMUSG00000005699	21
ENSMUSG00000005705	2
ENSMUSG00000005716	0
ENSMUSG00000005718	15
ENSMUSG00000005732	185
ENSMUSG00000005763	3
ENSMUSG00000005774	199
ENSMUSG00000005779	292
ENSMUSG00000005800	1
ENSMUSG00000005802	828
ENSMUSG00000005803	174
ENSMUSG00000005804	450
ENSMUSG00000005813	412
ENSMUSG00000005823	306
ENSMUSG00000005824	0
ENSMUSG00000005836	1
ENSMUSG00000005846	533
ENSMUSG00000005864	0
ENSMUSG00000005871	2138
ENSMUSG00000005873	549
ENSMUSG00000005881	528
ENSMUSG00000005882	133
ENSMUSG00000005883	1
ENSMUSG00000005886	1976
ENSMUSG00000005891	0
ENSMUSG00000005892	0
ENSMUSG00000005893	473
ENSMUSG00000005897	314
ENSMUSG00000005899	340
ENSMUSG00000005907	278
ENSMUSG00000005917	169
ENSMUSG00000005936	203
ENSMUSG00000005947	37
ENSMUSG00000005949	181
ENSMUSG00000005950	34
ENSMUSG00000005951	9
ENSMUSG00000005952	0
ENSMUSG00000005958	23
ENSMUSG00000005968	855
ENSMUSG00000005973	326
ENSMUSG00000005980	386
ENSMUSG00000005981	1301
ENSMUSG00000005982	510
ENSMUSG00000005983	52
ENSMUSG00000005986	8
ENSMUSG00000005994	0
ENSMUSG00000006005	2571
ENSMUSG00000006007	0
ENSMUSG00000006010	458
ENSMUSG00000006014	7
ENSMUSG00000006019	84
ENSMUSG00000006021	78
ENSMUSG00000006024	430
ENSMUSG00000006050	309
ENSMUSG00000006056	1
ENSMUSG00000006057	1602
ENSMUSG00000006058	388
ENSMUSG00000006095	1818
ENSMUSG00000006127	294
ENSMUSG00000006134	467
ENSMUSG00000006143	0
ENSMUSG00000006154	98
ENSMUSG00000006169	2089
ENSMUSG00000006179	5
ENSMUSG00000006191	270
ENSMUSG00000006200	4
ENSMUSG00000006204	0
ENSMUSG00000006205	1528
ENSMUSG00000006215	42
ENSMUSG00000006216	145
ENSMUSG00000006218	30
ENSMUSG00000006219	521
ENSMUSG00000006221	46
ENSMUSG00000006235	114
ENSMUSG00000006241	138
ENSMUSG00000006262	2025
ENSMUSG00000006269	49
ENSMUSG00000006270	1
ENSMUSG00000006273	2730
ENSMUSG00000006276	505
ENSMUSG00000006281	543
ENSMUSG00000006288	241
ENSMUSG00000006289	252
ENSMUSG00000006299	249
ENSMUSG00000006301	1011
ENSMUSG00000006304	835
ENSMUSG00000006307	529
ENSMUSG00000006310	37
ENSMUSG00000006311	0
ENSMUSG00000006313	4
ENSMUSG00000006315	297
ENSMUSG00000006333	899
ENSMUSG00000006335	32
ENSMUSG00000006342	1500
ENSMUSG00000006344	18
ENSMUSG00000006345	1503
